f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,name
83.88789999999999,139.87199999999996,202.31119999999999,299.472,1342.0,2328.0,2978.0,1632.0,11.0,20.0,28.0,36.0,48.0,112.0,126.0,88.0,7.464300000000001,14.623600000000003,21.046800000000005,20.482,2.7224999999999997,14.256,16.830000000000002,35.156,900.0,600.0,720.0,1160.0,1.0,2.6666666666666665,4.0,8.0,10.666666666666666,26.666666666666668,48.0,64.0,1.7161000000000006,2.585066666666667,4.0348,6.567466666666667,0.0,-4.24,-3.5999999999999996,-8.10666666666667,0.0,60.0,96.0,201.33333333333334,0.0,0.0,0.0,0.0,0.0,4.0,4.0,16.0,0.0,1.5200000000000005,2.1600000000000006,5.466666666666668,mof_primitive
83.88789999999999,139.87199999999996,202.31119999999996,299.472,1342.0,2328.0,2978.0,1632.0,11.0,20.0,28.0,36.0,48.0,112.0,126.0,88.0,7.464300000000001,14.623600000000003,21.0468,20.482000000000003,2.7224999999999997,14.256,16.830000000000002,35.156,900.0,600.0,720.0,1160.0,1.0,2.6666666666666665,4.0,8.0,10.666666666666666,26.666666666666668,48.0,64.0,1.7161000000000006,2.585066666666667,4.0348,6.567466666666667,0.0,-4.24,-3.5999999999999996,-8.10666666666667,0.0,60.0,96.0,201.33333333333334,0.0,0.0,0.0,0.0,0.0,4.0,4.0,16.0,0.0,1.5200000000000005,2.1600000000000006,5.466666666666668,mof_primitive
83.8879,139.87199999999999,202.3112,299.472,1342.0,2328.0,2978.0,1632.0,11.0,20.0,28.0,36.0,48.0,112.0,126.0,88.0,7.464300000000001,14.6236,21.0468,20.482,2.7224999999999997,14.256,16.830000000000002,35.156,900.0,600.0,720.0,1160.0,1.0,2.6666666666666665,4.0,8.0,10.666666666666666,26.666666666666668,48.0,64.0,1.7161000000000006,2.585066666666667,4.0348,6.567466666666667,0.0,-4.24,-3.5999999999999996,-8.10666666666667,0.0,60.0,96.0,201.33333333333334,0.0,0.0,0.0,0.0,0.0,4.0,4.0,16.0,0.0,1.5200000000000005,2.1600000000000006,5.466666666666668,mof_primitive
2.7224999999999997,0.0,0.0,0.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7161000000000002,0.0,0.0,0.0,2.7224999999999997,14.256,16.830000000000002,35.156,900.0,600.0,720.0,1160.0,1.0,2.6666666666666665,4.0,8.0,10.666666666666666,26.666666666666668,48.0,64.0,1.7161000000000006,2.585066666666667,4.0348,6.567466666666667,0.0,-4.24,-3.5999999999999996,-8.10666666666667,0.0,60.0,96.0,201.33333333333334,0.0,0.0,0.0,0.0,0.0,4.0,4.0,16.0,0.0,1.5200000000000005,2.1600000000000006,5.466666666666668,mof_primitive
83.88789999999999,139.87199999999999,202.3112,299.472,1342.0,2328.0,2978.0,1632.0,11.0,20.0,28.0,36.0,48.0,112.0,126.0,88.0,7.464300000000001,14.623600000000003,21.0468,20.482,2.7224999999999997,14.256,16.830000000000002,35.156,900.0,600.0,720.0,1160.0,1.0,2.6666666666666665,4.0,8.0,10.666666666666666,26.666666666666668,48.0,64.0,1.7161000000000006,2.585066666666667,4.0348,6.567466666666667,0.0,-4.24,-3.5999999999999996,-8.10666666666667,0.0,60.0,96.0,201.33333333333334,0.0,0.0,0.0,0.0,0.0,4.0,4.0,16.0,0.0,1.5200000000000005,2.1600000000000006,5.466666666666668,mof_primitive
83.88789999999999,139.872,202.3112,299.4719999999999,1342.0,2328.0,2978.0,1632.0,11.0,20.0,28.0,36.0,48.0,112.0,126.0,88.0,7.464300000000001,14.623600000000003,21.046800000000005,20.482,2.7224999999999997,14.256,16.830000000000002,35.156,900.0,600.0,720.0,1160.0,1.0,2.6666666666666665,4.0,8.0,10.666666666666666,26.666666666666668,48.0,64.0,1.7161000000000006,2.585066666666667,4.0348,6.567466666666667,0.0,-4.24,-3.5999999999999996,-8.10666666666667,0.0,60.0,96.0,201.33333333333334,0.0,0.0,0.0,0.0,0.0,4.0,4.0,16.0,0.0,1.5200000000000005,2.1600000000000006,5.466666666666668,mof_primitive
83.88789999999999,139.87199999999996,202.31119999999999,299.4719999999999,1342.0,2328.0,2978.0,1632.0,11.0,20.0,28.0,36.0,48.0,112.0,126.0,88.0,7.464300000000001,14.623600000000003,21.0468,20.482,2.7224999999999997,14.256,16.830000000000002,35.156,900.0,600.0,720.0,1160.0,1.0,2.6666666666666665,4.0,8.0,10.666666666666666,26.666666666666668,48.0,64.0,1.7161000000000006,2.585066666666667,4.0348,6.567466666666667,0.0,-4.24,-3.5999999999999996,-8.10666666666667,0.0,60.0,96.0,201.33333333333334,0.0,0.0,0.0,0.0,0.0,4.0,4.0,16.0,0.0,1.5200000000000005,2.1600000000000006,5.466666666666668,mof_primitive
83.8879,139.87199999999996,202.31119999999999,299.472,1342.0,2328.0,2978.0,1632.0,11.0,20.0,28.0,36.0,48.0,112.0,126.0,88.0,7.464300000000001,14.6236,21.0468,20.482000000000006,2.7224999999999997,14.256,16.830000000000002,35.156,900.0,600.0,720.0,1160.0,1.0,2.6666666666666665,4.0,8.0,10.666666666666666,26.666666666666668,48.0,64.0,1.7161000000000006,2.585066666666667,4.0348,6.567466666666667,0.0,-4.24,-3.5999999999999996,-8.10666666666667,0.0,60.0,96.0,201.33333333333334,0.0,0.0,0.0,0.0,0.0,4.0,4.0,16.0,0.0,1.5200000000000005,2.1600000000000006,5.466666666666668,mof_primitive
2.7224999999999997,0.0,0.0,0.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7161000000000002,0.0,0.0,0.0,2.7224999999999997,14.256,16.830000000000002,35.156,900.0,600.0,720.0,1160.0,1.0,2.6666666666666665,4.0,8.0,10.666666666666666,26.666666666666668,48.0,64.0,1.7161000000000006,2.585066666666667,4.0348,6.567466666666667,0.0,-4.24,-3.5999999999999996,-8.10666666666667,0.0,60.0,96.0,201.33333333333334,0.0,0.0,0.0,0.0,0.0,4.0,4.0,16.0,0.0,1.5200000000000005,2.1600000000000006,5.466666666666668,mof_primitive
83.88789999999999,139.87199999999999,202.31119999999999,299.472,1342.0,2328.0,2978.0,1632.0,11.0,20.0,28.0,36.0,48.0,112.0,126.0,88.0,7.4643,14.623600000000003,21.0468,20.482,2.7224999999999997,14.256,16.830000000000002,35.156,900.0,600.0,720.0,1160.0,1.0,2.6666666666666665,4.0,8.0,10.666666666666666,26.666666666666668,48.0,64.0,1.7161000000000006,2.585066666666667,4.0348,6.567466666666667,0.0,-4.24,-3.5999999999999996,-8.10666666666667,0.0,60.0,96.0,201.33333333333334,0.0,0.0,0.0,0.0,0.0,4.0,4.0,16.0,0.0,1.5200000000000005,2.1600000000000006,5.466666666666668,mof_primitive
