f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,name
195.7614,442.1700000000001,718.6284,803.4390000000004,714.0,1728.0,2496.0,2328.0,32.0,68.0,112.0,126.0,180.0,444.0,628.0,670.0,12.467200000000002,31.38520000000001,46.830400000000004,49.632600000000004,mof_primitive
147.75440000000003,286.41600000000005,533.1203999999999,760.971,554.0,1080.0,1632.0,1704.0,22.0,44.0,84.0,126.0,128.0,344.0,504.0,504.0,8.243799999999998,19.681200000000008,32.1172,39.7902,mof_primitive
195.7614,442.1700000000001,718.6284,803.4390000000004,714.0,1728.0,2496.0,2328.0,32.0,68.0,112.0,126.0,180.0,444.0,628.0,670.0,12.467200000000002,31.38520000000001,46.830400000000004,49.632600000000004,mof_primitive
147.75440000000003,286.41600000000005,533.1203999999998,760.971,554.0,1080.0,1632.0,1704.0,22.0,44.0,84.0,126.0,128.0,344.0,504.0,504.0,8.243799999999998,19.681200000000008,32.11720000000001,39.7902,mof_primitive
