f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,name
190.07449999999997,322.58879999999994,908.7183999999999,701.6965999999996,7982.0,13260.0,10336.0,7448.0,21.0,52.0,92.0,86.0,170.0,488.0,522.0,424.0,16.740299999999998,48.2218,62.533999999999985,54.307,2.0293999999999994,27.9397,26.859999999999996,41.27543333333332,2563.6666666666665,2384.0,1592.0,2393.3333333333335,1.0,6.333333333333333,6.666666666666667,10.333333333333334,40.333333333333336,97.33333333333333,124.0,160.33333333333334,2.5942666666666674,7.4809333333333266,7.494666666666667,10.59186666666667,0.0,-12.033333333333333,-6.466666666666665,-10.660000000000004,0.0,261.6666666666667,225.33333333333334,363.0,0.0,0.0,0.0,0.0,0.0,25.0,21.333333333333332,38.666666666666664,0.0,5.4700000000000015,4.599999999999999,8.083333333333334,mof_primitive
190.07449999999994,322.58879999999994,908.7184,701.6966,7982.0,13260.0,10336.0,7448.0,21.0,52.0,92.0,86.0,170.0,488.0,522.0,424.0,16.740299999999998,48.221799999999995,62.53399999999999,54.307000000000016,2.0293999999999994,27.9397,26.859999999999996,41.27543333333332,2563.6666666666665,2384.0,1592.0,2393.3333333333335,1.0,6.333333333333333,6.666666666666667,10.333333333333334,40.333333333333336,97.33333333333333,124.0,160.33333333333334,2.5942666666666674,7.4809333333333266,7.494666666666667,10.59186666666667,0.0,-12.033333333333333,-6.466666666666665,-10.660000000000004,0.0,261.6666666666667,225.33333333333334,363.0,0.0,0.0,0.0,0.0,0.0,25.0,21.333333333333332,38.666666666666664,0.0,5.4700000000000015,4.599999999999999,8.083333333333334,mof_primitive
190.07449999999997,322.5887999999999,908.7184,701.6965999999998,7982.0,13260.0,10336.0,7448.0,21.0,52.0,92.0,86.0,170.0,488.0,522.0,424.0,16.740299999999998,48.22180000000001,62.53399999999998,54.307000000000016,2.0293999999999994,27.9397,26.859999999999996,41.27543333333332,2563.6666666666665,2384.0,1592.0,2393.3333333333335,1.0,6.333333333333333,6.666666666666667,10.333333333333334,40.333333333333336,97.33333333333333,124.0,160.33333333333334,2.5942666666666674,7.4809333333333266,7.494666666666667,10.59186666666667,0.0,-12.033333333333333,-6.466666666666665,-10.660000000000004,0.0,261.6666666666667,225.33333333333334,363.0,0.0,0.0,0.0,0.0,0.0,25.0,21.333333333333332,38.666666666666664,0.0,5.4700000000000015,4.599999999999999,8.083333333333334,mof_primitive
190.07449999999997,322.58879999999994,908.7183999999999,701.6965999999998,7982.0,13260.0,10336.0,7448.0,21.0,52.0,92.0,86.0,170.0,488.0,522.0,424.0,16.740299999999998,48.2218,62.53399999999999,54.307000000000016,2.0293999999999994,27.9397,26.859999999999996,41.27543333333332,2563.6666666666665,2384.0,1592.0,2393.3333333333335,1.0,6.333333333333333,6.666666666666667,10.333333333333334,40.333333333333336,97.33333333333333,124.0,160.33333333333334,2.5942666666666674,7.4809333333333266,7.494666666666667,10.59186666666667,0.0,-12.033333333333333,-6.466666666666665,-10.660000000000004,0.0,261.6666666666667,225.33333333333334,363.0,0.0,0.0,0.0,0.0,0.0,25.0,21.333333333333332,38.666666666666664,0.0,5.4700000000000015,4.599999999999999,8.083333333333334,mof_primitive
190.07449999999994,322.58879999999994,908.7183999999999,701.6966,7982.0,13260.0,10336.0,7448.0,21.0,52.0,92.0,86.0,170.0,488.0,522.0,424.0,16.7403,48.221799999999995,62.53399999999998,54.307000000000016,2.0293999999999994,27.9397,26.859999999999996,41.27543333333332,2563.6666666666665,2384.0,1592.0,2393.3333333333335,1.0,6.333333333333333,6.666666666666667,10.333333333333334,40.333333333333336,97.33333333333333,124.0,160.33333333333334,2.5942666666666674,7.4809333333333266,7.494666666666667,10.59186666666667,0.0,-12.033333333333333,-6.466666666666665,-10.660000000000004,0.0,261.6666666666667,225.33333333333334,363.0,0.0,0.0,0.0,0.0,0.0,25.0,21.333333333333332,38.666666666666664,0.0,5.4700000000000015,4.599999999999999,8.083333333333334,mof_primitive
190.07449999999992,322.58879999999994,908.7184,701.6966,7982.0,13260.0,10336.0,7448.0,21.0,52.0,92.0,86.0,170.0,488.0,522.0,424.0,16.7403,48.22179999999999,62.53399999999999,54.307000000000016,2.0293999999999994,27.9397,26.859999999999996,41.27543333333332,2563.6666666666665,2384.0,1592.0,2393.3333333333335,1.0,6.333333333333333,6.666666666666667,10.333333333333334,40.333333333333336,97.33333333333333,124.0,160.33333333333334,2.5942666666666674,7.4809333333333266,7.494666666666667,10.59186666666667,0.0,-12.033333333333333,-6.466666666666665,-10.660000000000004,0.0,261.6666666666667,225.33333333333334,363.0,0.0,0.0,0.0,0.0,0.0,25.0,21.333333333333332,38.666666666666664,0.0,5.4700000000000015,4.599999999999999,8.083333333333334,mof_primitive
137.01399999999998,293.64540000000005,563.3579999999998,915.2460000000001,1455.0,3492.0,6294.0,4968.0,19.0,42.0,78.0,120.0,120.0,348.0,582.0,492.0,12.0774,28.75740000000001,54.2046,69.48480000000002,2.0293999999999994,27.9397,26.859999999999996,41.27543333333332,2563.6666666666665,2384.0,1592.0,2393.3333333333335,1.0,6.333333333333333,6.666666666666667,10.333333333333334,40.333333333333336,97.33333333333333,124.0,160.33333333333334,2.5942666666666674,7.4809333333333266,7.494666666666667,10.59186666666667,0.0,-12.033333333333333,-6.466666666666665,-10.660000000000004,0.0,261.6666666666667,225.33333333333334,363.0,0.0,0.0,0.0,0.0,0.0,25.0,21.333333333333332,38.666666666666664,0.0,5.4700000000000015,4.599999999999999,8.083333333333334,mof_primitive
190.07449999999994,322.58879999999994,908.7184,701.6966,7982.0,13260.0,10336.0,7448.0,21.0,52.0,92.0,86.0,170.0,488.0,522.0,424.0,16.740299999999998,48.221799999999995,62.53399999999999,54.307000000000016,2.0293999999999994,27.9397,26.859999999999996,41.27543333333332,2563.6666666666665,2384.0,1592.0,2393.3333333333335,1.0,6.333333333333333,6.666666666666667,10.333333333333334,40.333333333333336,97.33333333333333,124.0,160.33333333333334,2.5942666666666674,7.4809333333333266,7.494666666666667,10.59186666666667,0.0,-12.033333333333333,-6.466666666666665,-10.660000000000004,0.0,261.6666666666667,225.33333333333334,363.0,0.0,0.0,0.0,0.0,0.0,25.0,21.333333333333332,38.666666666666664,0.0,5.4700000000000015,4.599999999999999,8.083333333333334,mof_primitive
190.07449999999997,322.5887999999999,908.7183999999999,701.6965999999996,7982.0,13260.0,10336.0,7448.0,21.0,52.0,92.0,86.0,170.0,488.0,522.0,424.0,16.740299999999998,48.2218,62.53399999999999,54.307,2.0293999999999994,27.9397,26.859999999999996,41.27543333333332,2563.6666666666665,2384.0,1592.0,2393.3333333333335,1.0,6.333333333333333,6.666666666666667,10.333333333333334,40.333333333333336,97.33333333333333,124.0,160.33333333333334,2.5942666666666674,7.4809333333333266,7.494666666666667,10.59186666666667,0.0,-12.033333333333333,-6.466666666666665,-10.660000000000004,0.0,261.6666666666667,225.33333333333334,363.0,0.0,0.0,0.0,0.0,0.0,25.0,21.333333333333332,38.666666666666664,0.0,5.4700000000000015,4.599999999999999,8.083333333333334,mof_primitive
137.014,293.6454,563.3579999999998,915.2460000000002,1455.0,3492.0,6294.0,4968.0,19.0,42.0,78.0,120.0,120.0,348.0,582.0,492.0,12.0774,28.75740000000001,54.20459999999999,69.4848,2.0293999999999994,27.9397,26.859999999999996,41.27543333333332,2563.6666666666665,2384.0,1592.0,2393.3333333333335,1.0,6.333333333333333,6.666666666666667,10.333333333333334,40.333333333333336,97.33333333333333,124.0,160.33333333333334,2.5942666666666674,7.4809333333333266,7.494666666666667,10.59186666666667,0.0,-12.033333333333333,-6.466666666666665,-10.660000000000004,0.0,261.6666666666667,225.33333333333334,363.0,0.0,0.0,0.0,0.0,0.0,25.0,21.333333333333332,38.666666666666664,0.0,5.4700000000000015,4.599999999999999,8.083333333333334,mof_primitive
