f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,name
453.61959999999993,925.8540000000002,1614.8884,2028.5022000000006,1712.0,3600.0,5320.0,6772.0,68.0,140.0,248.0,310.0,388.0,964.0,1288.0,1450.0,25.979600000000016,63.60200000000005,97.39920000000002,117.89819999999997,mof_primitive
99.3544,161.21099999999996,195.54039999999992,135.20099999999996,544.0,888.0,1072.0,744.0,12.0,22.0,24.0,18.0,46.0,88.0,76.0,64.0,6.8748000000000005,12.797400000000003,13.743200000000003,10.425800000000002,mof_primitive
332.8574,669.0180000000001,1143.1804000000002,1446.4753999999996,1356.0,2784.0,4204.0,5176.0,48.0,100.0,172.0,218.0,272.0,680.0,940.0,1078.0,19.713600000000003,47.52440000000002,73.03480000000002,88.8746,mof_primitive
99.3544,161.21099999999996,195.54039999999992,135.20099999999996,544.0,888.0,1072.0,744.0,12.0,22.0,24.0,18.0,46.0,88.0,76.0,64.0,6.8748000000000005,12.797400000000003,13.743200000000002,10.425800000000002,mof_primitive
