f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,name
702.8986000000007,1385.7324000000006,2587.7780000000002,2867.4911999999968,3654.0,8088.0,10864.0,12092.0,100.0,208.0,364.0,424.0,572.0,1390.0,1908.0,2292.0,42.76959999999998,104.93439999999993,159.93160000000003,189.84639999999993,mof_primitive
586.1486000000001,1113.9024,2139.3876,2315.0670000000005,3214.0,6984.0,9372.0,11530.0,80.0,164.0,292.0,326.0,456.0,1092.0,1464.0,1766.0,34.559600000000025,83.77479999999997,127.40519999999997,153.39059999999998,mof_primitive
