f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,name
244.8651,494.3103999999999,1215.0053999999996,1632.1184,3435.0,8284.0,14872.0,17224.0,29.0,68.0,138.0,210.0,212.0,630.0,1068.0,1284.0,18.971,49.22940000000003,91.72160000000002,129.283,3.5343999999999984,35.11839999999998,35.394133333333336,88.38506666666666,729.0,1134.0,2340.0,2736.0,1.0,5.666666666666667,8.0,16.0,33.0,83.0,162.0,212.0,1.5876000000000008,5.086200000000001,8.660400000000003,14.1288,0.0,-8.026666666666669,-3.786666666666666,-16.933333333333337,0.0,111.0,129.33333333333334,330.6666666666667,0.0,0.0,0.0,0.0,0.0,18.666666666666668,16.666666666666668,53.333333333333336,0.0,3.103333333333333,3.2066666666666674,8.946666666666667,mof_primitive
244.86509999999996,494.3103999999999,1215.0053999999996,1632.1184,3435.0,8284.0,14872.0,17224.0,29.0,68.0,138.0,210.0,212.0,630.0,1068.0,1284.0,18.971,49.229400000000034,91.72160000000002,129.28300000000002,3.5343999999999984,35.11839999999998,35.394133333333336,88.38506666666666,729.0,1134.0,2340.0,2736.0,1.0,5.666666666666667,8.0,16.0,33.0,83.0,162.0,212.0,1.5876000000000008,5.086200000000001,8.660400000000003,14.1288,0.0,-8.026666666666669,-3.786666666666666,-16.933333333333337,0.0,111.0,129.33333333333334,330.6666666666667,0.0,0.0,0.0,0.0,0.0,18.666666666666668,16.666666666666668,53.333333333333336,0.0,3.103333333333333,3.2066666666666674,8.946666666666667,mof_primitive
244.8651,494.3103999999998,1215.0053999999996,1632.1184000000003,3435.0,8284.0,14872.0,17224.0,29.0,68.0,138.0,210.0,212.0,630.0,1068.0,1284.0,18.971,49.22940000000003,91.72160000000002,129.28300000000004,3.5343999999999984,35.11839999999998,35.394133333333336,88.38506666666666,729.0,1134.0,2340.0,2736.0,1.0,5.666666666666667,8.0,16.0,33.0,83.0,162.0,212.0,1.5876000000000008,5.086200000000001,8.660400000000003,14.1288,0.0,-8.026666666666669,-3.786666666666666,-16.933333333333337,0.0,111.0,129.33333333333334,330.6666666666667,0.0,0.0,0.0,0.0,0.0,18.666666666666668,16.666666666666668,53.333333333333336,0.0,3.103333333333333,3.2066666666666674,8.946666666666667,mof_primitive
244.8651,494.3103999999999,1215.005399999999,1632.1184,3435.0,8284.0,14872.0,17224.0,29.0,68.0,138.0,210.0,212.0,630.0,1068.0,1284.0,18.971,49.22940000000003,91.72160000000004,129.28300000000004,3.5343999999999984,35.11839999999998,35.394133333333336,88.38506666666666,729.0,1134.0,2340.0,2736.0,1.0,5.666666666666667,8.0,16.0,33.0,83.0,162.0,212.0,1.5876000000000008,5.086200000000001,8.660400000000003,14.1288,0.0,-8.026666666666669,-3.786666666666666,-16.933333333333337,0.0,111.0,129.33333333333334,330.6666666666667,0.0,0.0,0.0,0.0,0.0,18.666666666666668,16.666666666666668,53.333333333333336,0.0,3.103333333333333,3.2066666666666674,8.946666666666667,mof_primitive
244.86509999999996,494.3103999999998,1215.0053999999996,1632.1184000000003,3435.0,8284.0,14872.0,17224.0,29.0,68.0,138.0,210.0,212.0,630.0,1068.0,1284.0,18.971,49.229400000000034,91.72160000000004,129.28300000000004,3.5343999999999984,35.11839999999998,35.394133333333336,88.38506666666666,729.0,1134.0,2340.0,2736.0,1.0,5.666666666666667,8.0,16.0,33.0,83.0,162.0,212.0,1.5876000000000008,5.086200000000001,8.660400000000003,14.1288,0.0,-8.026666666666669,-3.786666666666666,-16.933333333333337,0.0,111.0,129.33333333333334,330.6666666666667,0.0,0.0,0.0,0.0,0.0,18.666666666666668,16.666666666666668,53.333333333333336,0.0,3.103333333333333,3.2066666666666674,8.946666666666667,mof_primitive
244.86509999999996,494.3103999999998,1215.0053999999998,1632.1184,3435.0,8284.0,14872.0,17224.0,29.0,68.0,138.0,210.0,212.0,630.0,1068.0,1284.0,18.971,49.22940000000003,91.7216,129.28300000000002,3.5343999999999984,35.11839999999998,35.394133333333336,88.38506666666666,729.0,1134.0,2340.0,2736.0,1.0,5.666666666666667,8.0,16.0,33.0,83.0,162.0,212.0,1.5876000000000008,5.086200000000001,8.660400000000003,14.1288,0.0,-8.026666666666669,-3.786666666666666,-16.933333333333337,0.0,111.0,129.33333333333334,330.6666666666667,0.0,0.0,0.0,0.0,0.0,18.666666666666668,16.666666666666668,53.333333333333336,0.0,3.103333333333333,3.2066666666666674,8.946666666666667,mof_primitive
244.86509999999996,494.31039999999985,1215.0053999999996,1632.1184,3435.0,8284.0,14872.0,17224.0,29.0,68.0,138.0,210.0,212.0,630.0,1068.0,1284.0,18.971,49.22940000000003,91.72160000000002,129.283,3.5343999999999984,35.11839999999998,35.394133333333336,88.38506666666666,729.0,1134.0,2340.0,2736.0,1.0,5.666666666666667,8.0,16.0,33.0,83.0,162.0,212.0,1.5876000000000008,5.086200000000001,8.660400000000003,14.1288,0.0,-8.026666666666669,-3.7866666666666666,-16.933333333333337,0.0,111.0,129.33333333333334,330.6666666666667,0.0,0.0,0.0,0.0,0.0,18.666666666666668,16.666666666666668,53.333333333333336,0.0,3.1033333333333335,3.2066666666666674,8.946666666666667,mof_primitive
244.86509999999993,494.31039999999985,1215.0053999999996,1632.1184,3435.0,8284.0,14872.0,17224.0,29.0,68.0,138.0,210.0,212.0,630.0,1068.0,1284.0,18.971,49.229400000000034,91.72160000000002,129.28300000000002,3.5343999999999984,35.11839999999998,35.394133333333336,88.38506666666666,729.0,1134.0,2340.0,2736.0,1.0,5.666666666666667,8.0,16.0,33.0,83.0,162.0,212.0,1.5876000000000008,5.086200000000001,8.660400000000003,14.1288,0.0,-8.026666666666669,-3.7866666666666666,-16.933333333333337,0.0,111.0,129.33333333333334,330.6666666666667,0.0,0.0,0.0,0.0,0.0,18.666666666666668,16.666666666666668,53.333333333333336,0.0,3.1033333333333335,3.2066666666666674,8.946666666666667,mof_primitive
244.86509999999996,494.3103999999998,1215.0053999999996,1632.1184000000003,3435.0,8284.0,14872.0,17224.0,29.0,68.0,138.0,210.0,212.0,630.0,1068.0,1284.0,18.971,49.22940000000003,91.72160000000002,129.28300000000004,3.5343999999999984,35.11839999999998,35.394133333333336,88.38506666666666,729.0,1134.0,2340.0,2736.0,1.0,5.666666666666667,8.0,16.0,33.0,83.0,162.0,212.0,1.5876000000000008,5.086200000000001,8.660400000000003,14.1288,0.0,-8.026666666666669,-3.7866666666666666,-16.933333333333337,0.0,111.0,129.33333333333334,330.6666666666667,0.0,0.0,0.0,0.0,0.0,18.666666666666668,16.666666666666668,53.333333333333336,0.0,3.1033333333333335,3.2066666666666674,8.946666666666667,mof_primitive
244.86509999999996,494.31039999999985,1215.0053999999993,1632.1184,3435.0,8284.0,14872.0,17224.0,29.0,68.0,138.0,210.0,212.0,630.0,1068.0,1284.0,18.971,49.22940000000003,91.72160000000004,129.28300000000004,3.5343999999999984,35.11839999999998,35.394133333333336,88.38506666666666,729.0,1134.0,2340.0,2736.0,1.0,5.666666666666667,8.0,16.0,33.0,83.0,162.0,212.0,1.5876000000000008,5.086200000000001,8.660400000000003,14.1288,0.0,-8.026666666666669,-3.7866666666666666,-16.933333333333337,0.0,111.0,129.33333333333334,330.6666666666667,0.0,0.0,0.0,0.0,0.0,18.666666666666668,16.666666666666668,53.333333333333336,0.0,3.1033333333333335,3.2066666666666674,8.946666666666667,mof_primitive
